#queryIndex	queryItem	stringId	preferredName	annotation
651	SYN1	9606.ENSP00000295987	SYN1	Synapsin-1; Neuronal phosphoprotein that coats synaptic vesicles, binds to the cytoskeleton, and is believed to function in the regulation of neurotransmitter release. The complex formed with NOS1 and CAPON proteins is necessary for specific nitric-oxid functions at a presynaptic level; Synapsins
652	NMNAT2	9606.ENSP00000287713	NMNAT2	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2; Catalyzes the formation of NAD(+) from nicotinamide mononucleotide (NMN) and ATP. Can also use the deamidated form; nicotinic acid mononucleotide (NaMN) as substrate but with a lower efficiency. Cannot use triazofurin monophosphate (TrMP) as substrate. Also catalyzes the reverse reaction, i.e. the pyrophosphorolytic cleavage of NAD(+). For the pyrophosphorolytic activity prefers NAD(+), NADH and NaAD as substrates and degrades nicotinic acid adenine dinucleotide phosphate (NHD) less effectively. Fails to cleave phosphory [...] 
653	YWHAH	9606.ENSP00000248975	YWHAH	14-3-3 protein eta; Adapter protein implicated in the regulation of a large spectrum of both general and specialized signaling pathways. Binds to a large number of partners, usually by recognition of a phosphoserine or phosphothreonine motif. Binding generally results in the modulation of the activity of the binding partner. Negatively regulates the kinase activity of PDPK1; 14-3-3 phospho-serine/phospho-threonine binding proteins
654	DDN	9606.ENSP00000390590	DDN	Dendrin; Promotes apoptosis of kidney glomerular podocytes. Podocytes are highly specialized cells essential to the ultrafiltration of blood, resulting in the extraction of urine and the retention of protein (By similarity)
655	SHISA9	9606.ENSP00000454014	SHISA9	Protein shisa-9; Regulator of short-term neuronal synaptic plasticity in the dentate gyrus. Associates with AMPA receptors (ionotropic glutamate receptors) in synaptic spines and promotes AMPA receptor desensitization at excitatory synapses (By similarity); Belongs to the shisa family. SHISA9 subfamily
656	SLC5A7	9606.ENSP00000264047	SLC5A7	High affinity choline transporter 1; Transmembrane transporter that imports choline from the extracellular space into the neuron with high affinity. Choline uptake is the rate-limiting step in acetylcholine synthesis. Sodium ion- and chloride ion-dependent; Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family
657	PTCH1	9606.ENSP00000332353	PTCH1	Protein patched homolog 1; Acts as a receptor for sonic hedgehog (SHH), indian hedgehog (IHH) and desert hedgehog (DHH). Associates with the smoothened protein (SMO) to transduce the hedgehog's proteins signal. Seems to have a tumor suppressor function, as inactivation of this protein is probably a necessary, if not sufficient step for tumorigenesis; Belongs to the patched family
658	PRRT2	9606.ENSP00000456226	PRRT2	Interferon induced transmembrane protein domain containing; Belongs to the CD225/Dispanin family
659	DLG5	9606.ENSP00000361467	DLG5	Disks large homolog 5; Acts as a regulator of the Hippo signaling pathway. Negatively regulates the Hippo signaling pathway by mediating the interaction of MARK3 with STK3/4, bringing them together to promote MARK3-dependent hyperphosphorylation and inactivation of STK3 kinase activity toward LATS1. Positively regulates the Hippo signaling pathway by mediating the interaction of SCRIB with STK4/MST1 and LATS1 which is important for the activation of the Hippo signaling pathway. Involved in regulating cell proliferation, maintenance of epithelial polarity, epithelial- mesenchymal transi [...] 
660	DLG1	9606.ENSP00000345731	DLG1	Disks large homolog 1; Essential multidomain scaffolding protein required for normal development (By similarity). Recruits channels, receptors and signaling molecules to discrete plasma membrane domains in polarized cells. May play a role in adherens junction assembly, signal transduction, cell proliferation, synaptogenesis and lymphocyte activation. Regulates the excitability of cardiac myocytes by modulating the functional expression of Kv4 channels. Functional regulator of Kv1.5 channel; Belongs to the MAGUK family
661	GRIK3	9606.ENSP00000362183	GRIK3	Glutamate receptor ionotropic, kainate 3; Receptor for glutamate that functions as ligand-gated ion channel in the central nervous system and plays an important role in excitatory synaptic transmission. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. The postsynaptic actions of Glu are mediated by a variety of receptors that are named according to their selective agonists. This receptor binds domoate > kainate >> L-glutamate = quisqualate >> AMPA = NMDA
662	ARHGEF9	9606.ENSP00000253401	ARHGEF9	Rho guanine nucleotide exchange factor 9; Acts as guanine nucleotide exchange factor (GEF) for CDC42. Promotes formation of GPHN clusters; Pleckstrin homology domain containing
663	ADGRV1	9606.ENSP00000384582	GPR98	G-protein coupled receptor 98; Receptor that may have an important role in the development of the central nervous system; Belongs to the G-protein coupled receptor 2 family. LN-TM7 subfamily
664	ABI1	9606.ENSP00000365312	ABI1	Abl interactor 1; May act in negative regulation of cell growth and transformation by interacting with nonreceptor tyrosine kinases ABL1 and/or ABL2. May play a role in regulation of EGF-induced Erk pathway activation. Involved in cytoskeletal reorganization and EGFR signaling. Together with EPS8 participates in transduction of signals from Ras to Rac. In vitro, a trimeric complex of ABI1, EPS8 and SOS1 exhibits Rac specific guanine nucleotide exchange factor (GEF) activity and ABI1 seems to act as an adapter in the complex. Regulates ABL1/c-Abl-mediated phosphorylation of ENAH. Recrui [...] 
665	FLRT3	9606.ENSP00000367292	FLRT3	Leucine-rich repeat transmembrane protein FLRT3; Functions in cell-cell adhesion, cell migration and axon guidance, exerting an attractive or repulsive role depending on its interaction partners. Plays a role in the spatial organization of brain neurons. Plays a role in vascular development in the retina (By similarity). Plays a role in cell-cell adhesion via its interaction with ADGRL3 and probably also other latrophilins that are expressed at the surface of adjacent cells. Interaction with the intracellular domain of ROBO1 mediates axon attraction towards cells expressing NTN1. Media [...] 
666	CRKL	9606.ENSP00000346300	CRKL	Crk-like protein; May mediate the transduction of intracellular signals; SH2 domain containing
667	SH3GL2	9606.ENSP00000369981	SH3GL2	Endophilin-A1; Implicated in synaptic vesicle endocytosis. May recruit other proteins to membranes with high curvature. Required for BDNF-dependent dendrite outgrowth. Cooperates with SH3GL2 to mediate BDNF-NTRK2 early endocytic trafficking and signaling from early endosomes; N-BAR domain containing
668	TUBB2B	9606.ENSP00000259818	TUBB2B	Tubulin beta-2B chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity). Plays a critical role in proper axon guidance in both central and peripheral axon tracts. Implicated in neuronal migration; Tubulins
669	NMU	9606.ENSP00000264218	NMU	Neuromedin-U; Stimulates muscle contractions of specific regions of the gastrointestinal tract. In humans, NmU stimulates contractions of the ileum and urinary bladder; Belongs to the NmU family
670	GRIA2	9606.ENSP00000296526	GRIA2	Glutamate receptor 2; Receptor for glutamate that functions as ligand-gated ion channel in the central nervous system and plays an important role in excitatory synaptic transmission. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L- glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of [...] 
671	SEC22B	9606.ENSP00000463393	SEC22B	Vesicle-trafficking protein SEC22b; SNARE involved in targeting and fusion of ER-derived transport vesicles with the Golgi complex as well as Golgi-derived retrograde transport vesicles with the ER; Belongs to the synaptobrevin family
672	KCTD12	9606.ENSP00000366694	KCTD12	BTB/POZ domain-containing protein KCTD12; Auxiliary subunit of GABA-B receptors that determine the pharmacology and kinetics of the receptor response. Increases agonist potency and markedly alter the G-protein signaling of the receptors by accelerating onset and promoting desensitization (By similarity)
673	FZD5	9606.ENSP00000354607	FZD5	Frizzled-5; Receptor for Wnt proteins. Most of frizzled receptors are coupled to the beta-catenin canonical signaling pathway, which leads to the activation of disheveled proteins, inhibition of GSK- 3 kinase, nuclear accumulation of beta-catenin and activation of Wnt target genes. A second signaling pathway involving PKC and calcium fluxes has been seen for some family members, but it is not yet clear if it represents a distinct pathway or if it can be integrated in the canonical pathway, as PKC seems to be required for Wnt-mediated inactivation of GSK-3 kinase. Both pathways seem to  [...] 
674	PTPRO	9606.ENSP00000281171	PTPRO	Receptor-type tyrosine-protein phosphatase O; Possesses tyrosine phosphatase activity. Plays a role in regulating the glomerular pressure/filtration rate relationship through an effect on podocyte structure and function (By similarity); Fibronectin type III domain containing
675	HTR2B	9606.ENSP00000258400	HTR2B	5-hydroxytryptamine receptor 2B; G-protein coupled receptor for 5-hydroxytryptamine (serotonin). Also functions as a receptor for various ergot alkaloid derivatives and psychoactive substances. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathways. Signaling activates a phosphatidylinositol- calcium second messenger system that modulates the activity  [...] 
676	GNRH1	9606.ENSP00000276414	GNRH1	Progonadoliberin-1; Stimulates the secretion of gonadotropins; it stimulates the secretion of both luteinizing and follicle-stimulating hormones; Endogenous ligands
677	SLC17A7	9606.ENSP00000221485	SLC17A7	Vesicular glutamate transporter 1; Mediates the uptake of glutamate into synaptic vesicles at presynaptic nerve terminals of excitatory neural cells. May also mediate the transport of inorganic phosphate; Solute carriers
678	F2R	9606.ENSP00000321326	F2R	Proteinase-activated receptor 1; High affinity receptor for activated thrombin coupled to G proteins that stimulate phosphoinositide hydrolysis. May play a role in platelets activation and in vascular development; F2R receptors
679	AKAP5	9606.ENSP00000378207	AKAP5	A-kinase anchor protein 5; May anchor the PKA protein to cytoskeletal and/or organelle-associated proteins, targeting the signal carried by cAMP to specific intracellular effectors. Association with to the beta2-adrenergic receptor (beta2-AR) not only regulates beta2-AR signaling pathway, but also the activation by PKA by switching off the beta2-AR signaling cascade; A-kinase anchoring proteins
680	BNIP3	9606.ENSP00000357625	BNIP3	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3; Apoptosis-inducing protein that can overcome BCL2 suppression. May play a role in repartitioning calcium between the two major intracellular calcium stores in association with BCL2. Involved in mitochondrial quality control via its interaction with SPATA18/MIEAP: in response to mitochondrial damage, participates in mitochondrial protein catabolic process (also named MALM) leading to the degradation of damaged proteins inside mitochondria. The physical interaction of SPATA18/MIEAP, BNIP3 and BNIP3L/NIX at the mitochondrial outer  [...] 
681	DRD1	9606.ENSP00000377353	DRD1	D(1A) dopamine receptor; Dopamine receptor whose activity is mediated by G proteins which activate adenylyl cyclase; Belongs to the G-protein coupled receptor 1 family
682	MYO5A	9606.ENSP00000382177	MYO5A	Unconventional myosin-Va; Processive actin-based motor that can move in large steps approximating the 36-nm pseudo-repeat of the actin filament. Involved in melanosome transport. Also mediates the transport of vesicles to the plasma membrane. May also be required for some polarization process involved in dendrite formation; Myosins, class V
683	ABCC8	9606.ENSP00000303960	ABCC8	ATP-binding cassette sub-family C member 8; Subunit of the beta-cell ATP-sensitive potassium channel (KATP). Regulator of ATP-sensitive K(+) channels and insulin release; ATP binding cassette subfamily C
684	ARRB1	9606.ENSP00000409581	ARRB1	Beta-arrestin-1; Functions in regulating agonist-mediated G-protein coupled receptor (GPCR) signaling by mediating both receptor desensitization and resensitization processes. During homologous desensitization, beta-arrestins bind to the GPRK-phosphorylated receptor and sterically preclude its coupling to the cognate G- protein; the binding appears to require additional receptor determinants exposed only in the active receptor conformation. The beta-arrestins target many receptors for internalization by acting as endocytic adapters (CLASPs, clathrin-associated sorting proteins) and rec [...] 
685	ACHE	9606.ENSP00000303211	ACHE	Acetylcholinesterase; Terminates signal transduction at the neuromuscular junction by rapid hydrolysis of the acetylcholine released into the synaptic cleft. Role in neuronal apoptosis; Belongs to the type-B carboxylesterase/lipase family
686	AP3D1	9606.ENSP00000347416	AP3D1	AP-3 complex subunit delta-1; Part of the AP-3 complex, an adaptor-related complex which is not clathrin-associated. The complex is associated with the Golgi region as well as more peripheral structures. It facilitates the budding of vesicles from the Golgi membrane and may be directly involved in trafficking to lysosomes. Involved in process of CD8+ T-cell and NK cell degranulation. In concert with the BLOC-1 complex, AP-3 is required to target cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals (By similarity); Belongs to the adaptor complexes [...] 
687	AKR1A1	9606.ENSP00000361140	AKR1A1	Alcohol dehydrogenase [NADP(+)]; Catalyzes the NADPH-dependent reduction of a variety of aromatic and aliphatic aldehydes to their corresponding alcohols. Catalyzes the reduction of mevaldate to mevalonic acid and of glyceraldehyde to glycerol. Has broad substrate specificity. In vitro substrates include succinic semialdehyde, 4- nitrobenzaldehyde, 1,2-naphthoquinone, methylglyoxal, and D- glucuronic acid. Plays a role in the activation of procarcinogens, such as polycyclic aromatic hydrocarbon trans-dihydrodiols, and in the metabolism of various xenobiotics and drugs, including the an [...] 
688	GRIA3	9606.ENSP00000481554	GRIA3	Glutamate receptor 3; Receptor for glutamate that functions as ligand-gated ion channel in the central nervous system and plays an important role in excitatory synaptic transmission. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L- glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of [...] 
689	CDK5R1	9606.ENSP00000318486	CDK5R1	Cyclin-dependent kinase 5 activator 1; P35 is a neuron specific activator of CDK5. The complex p35/CDK5 is required for neurite outgrowth and cortical lamination. Involved in dendritic spine morphogenesis by mediating the EFNA1-EPHA4 signaling. Activator of TPKII. The complex p35/CDK5 participates in the regulation of the circadian clock by modulating the function of CLOCK protein: phosphorylates CLOCK at 'Thr-451' and 'Thr-461' and regulates the transcriptional activity of the CLOCK-ARNTL/BMAL1 heterodimer in association with altered stability and subcellular distribution
690	SYT2	9606.ENSP00000356236	SYT2	Synaptotagmin-2; Exhibits calcium-dependent phospholipid and inositol polyphosphate binding properties (By similarity). May have a regulatory role in the membrane interactions during trafficking of synaptic vesicles at the active zone of the synapse (By similarity). Plays a role in dendrite formation by melanocytes; Belongs to the synaptotagmin family
691	NPTXR	9606.ENSP00000327545	NPTXR	Neuronal pentraxin receptor; May be involved in mediating uptake of synaptic material during synapse remodeling or in mediating the synaptic clustering of AMPA glutamate receptors at a subset of excitatory synapses; Long pentraxins
692	SRGN	9606.ENSP00000242465	SRGN	Serglycin; Plays a role in formation of mast cell secretory granules and mediates storage of various compounds in secretory vesicles. Required for storage of some proteases in both connective tissue and mucosal mast cells and for storage of granzyme B in T-lymphocytes. Plays a role in localizing neutrophil elastase in azurophil granules of neutrophils. Mediates processing of MMP2. Plays a role in cytotoxic cell granule-mediated apoptosis by forming a complex with granzyme B which is delivered to cells by perforin to induce apoptosis. Regulates the secretion of TNF- alpha and may also r [...] 
693	TNN	9606.ENSP00000239462	TNN	Tenascin-N; Extracellular matrix protein that seems to be a ligand for ITGA8:ITGB1, ITGAV:ITGB1 and ITGA4:ITGB1 (By similarity). Involved in neurite outgrowth and cell migration in hippocampal explants (By similarity). During endochondral bone formation, inhibits proliferation and differentiation of proteoblasts mediated by canonical WNT signaling (By similarity). In tumors, stimulates angiogenesis by elongation, migration and sprouting of endothelial cells. Expressed in most mammary tumors, may facilitate tumorigenesis by supporting the migratory behavior of breast cancer cells; Belon [...] 
694	WNT3A	9606.ENSP00000284523	WNT3A	Protein Wnt-3a; Ligand for members of the frizzled family of seven transmembrane receptors. Wnt-3 and Wnt-3a play distinct roles in cell-cell signaling during morphogenesis of the developing neural tube; Endogenous ligands
695	PRNP	9606.ENSP00000368752	PRNP	Major prion protein; Its primary physiological function is unclear. May play a role in neuronal development and synaptic plasticity. May be required for neuronal myelin sheath maintenance. May promote myelin homeostasis through acting as a agonist for ADGRG6 receptor. May play a role in iron uptake and iron homeostasis. Soluble oligomers are toxic to cultured neuroblastoma cells and induce apoptosis (in vitro) (By similarity). Association with GPC1 (via its heparan sulfate chains) targets PRNP to lipid rafts. Also provides Cu(2+) or ZN(2+) for the ascorbate-mediated GPC1 deaminase degr [...] 
696	HIP1R	9606.ENSP00000253083	HIP1R	Huntingtin-interacting protein 1-related protein; Component of clathrin-coated pits and vesicles, that may link the endocytic machinery to the actin cytoskeleton. Binds 3- phosphoinositides (via ENTH domain). May act through the ENTH domain to promote cell survival by stabilizing receptor tyrosine kinases following ligand-induced endocytosis
697	ICA1	9606.ENSP00000385570	ICA1	Islet cell autoantigen 1; May play a role in neurotransmitter secretion; Classical BAR domain containing
698	RGS14	9606.ENSP00000386229	RGS14	Regulator of G-protein signaling 14; Regulates G protein-coupled receptor signaling cascades. Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound form. Besides, modulates signal transduction via G protein alpha subunits by functioning as a GDP-dissociation inhibitor (GDI). Has GDI activity on G(i) alpha subunits GNAI1 and GNAI3, but not on GNAI2 and G(o) alpha subunit GNAO1. Has GAP activity on GNAI0, GNAI2 and GNAI3. May act as a scaffold integrating G protein and Ras/Raf MAPkinase signaling pat [...] 
699	GRM1	9606.ENSP00000354896	GRM1	Metabotropic glutamate receptor 1; G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Signaling activates a phosphatidylinositol-calcium second messenger system. May participate in the central action of glutamate in the CNS, such as long-term potentiation in the hippocampus and long-term depression in the cerebellum
700	CPLX3	9606.ENSP00000378464	CPLX3	Complexin-3; Positively regulates a late step in synaptic vesicle exocytosis; Belongs to the complexin/synaphin family
701	ASAP1	9606.ENSP00000429900	ASAP1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1; Possesses phosphatidylinositol 4,5-bisphosphate- dependent GTPase-activating protein activity for ARF1 (ADP ribosylation factor 1) and ARF5 and a lesser activity towards ARF6. May coordinate membrane trafficking with cell growth or actin cytoskeleton remodeling by binding to both SRC and PIP2. May function as a signal transduction protein involved in the differentiation of fibroblasts into adipocytes and possibly other cell types (By similarity). Plays a role in ciliogenesis; Ankyrin repeat domain containing
702	KCNJ2	9606.ENSP00000243457	KCNJ2	Inward rectifier potassium channel 2; Probably participates in establishing action potential waveform and excitability of neuronal and muscle tissues. Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium. Can be bl [...] 
703	KCNK1	9606.ENSP00000355580	KCNK1	Potassium channel subfamily K member 1; Ion channel that contributes to passive transmembrane potassium transport and to the regulation of the resting membrane potential in brain astrocytes, but also in kidney and in other tissues. Forms dimeric channels through which potassium ions pass in accordance with their electrochemical gradient. The channel is selective for K(+) ions at physiological potassium concentrations and at neutral pH, but becomes permeable to Na(+) at subphysiological K(+) levels and upon acidification of the extracellular medium. The homodimer has very low potassium  [...] 
704	PKP4	9606.ENSP00000374409	PKP4	Plakophilin-4; Plays a role as a regulator of Rho activity during cytokinesis. May play a role in junctional plaques; Armadillo repeat containing
705	EPB41	9606.ENSP00000345259	EPB41	Protein 4.1; Protein 4.1 is a major structural element of the erythrocyte membrane skeleton. It plays a key role in regulating membrane physical properties of mechanical stability and deformability by stabilizing spectrin-actin interaction. Recruits DLG1 to membranes. Required for dynein-dynactin complex and NUMA1 recruitment at the mitotic cell cortex during anaphase
706	SYP	9606.ENSP00000263233	SYP	Synaptophysin; Possibly involved in structural functions as organizing other membrane components or in targeting the vesicles to the plasma membrane. Involved in the regulation of short-term and long-term synaptic plasticity (By similarity); Synaptophysins
707	ITPKA	9606.ENSP00000260386	ITPKA	Inositol-trisphosphate 3-kinase A; Belongs to the inositol phosphokinase (IPK) family
708	EFNB2	9606.ENSP00000245323	EFNB2	Ephrin-B2; Cell surface transmembrane ligand for Eph receptors, a family of receptor tyrosine kinases which are crucial for migration, repulsion and adhesion during neuronal, vascular and epithelial development. Binds promiscuously Eph receptors residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Binds to receptor tyrosine kinase including EPHA4, EPHA3 an [...] 
709	TMED9	9606.ENSP00000330945	TMED9	Transmembrane emp24 domain-containing protein 9; Appears to be involved in vesicular protein trafficking, mainly in the early secretory pathway. In COPI vesicle-mediated retrograde transport involved in the coatomer recruitment to membranes of the early secretory pathway. Increases coatomer- dependent activity of ARFGAP2. Thought to play a crucial role in the specific retention of p24 complexes in cis-Golgi membranes; specifically contributes to the coupled localization of TMED2 and TMED10 in the cis-Golgi network. May be involved in organization of intracellular membranes, such as of  [...] 
710	ACTN1	9606.ENSP00000377941	ACTN1	Alpha-actinin-1; F-actin cross-linking protein which is thought to anchor actin to a variety of intracellular structures. This is a bundling protein; Belongs to the alpha-actinin family
711	PPP1R9A	9606.ENSP00000405514	PPP1R9A	Neurabin-1; Binds to actin filaments (F-actin) and shows cross- linking activity. Binds along the sides of the F-actin. May be involved in neurite formation. Inhibits protein phosphatase 1- alpha activity (By similarity); PDZ domain containing
712	ZDHHC17	9606.ENSP00000403397	ZDHHC17	Palmitoyltransferase ZDHHC17; Palmitoyltransferase specific for a subset of neuronal proteins, including SNAP25, DLG4/PSD95, GAD2, SYT1 and HTT. Palmitoylates MPP1 in erythrocytes. May be involved in the sorting or targeting of critical proteins involved in the initiating events of endocytosis at the plasma membrane. May play a role in Mg(2+) transport; Ankyrin repeat domain containing
713	ND2	9606.ENSP00000355046	MT-ND2	NADH-ubiquinone oxidoreductase chain 2; Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity); NADH:ubiquinone oxidoreductase core subunits
714	EIF4EBP1	9606.ENSP00000340691	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1; Repressor of translation initiation that regulates EIF4E activity by preventing its assembly into the eIF4F complex: hypophosphorylated form competes with EIF4G1/EIF4G3 and strongly binds to EIF4E, leading to repress translation. In contrast, hyperphosphorylated form dissociates from EIF4E, allowing interaction between EIF4G1/EIF4G3 and EIF4E, leading to initiation of translation. Mediates the regulation of protein translation by hormones, growth factors and other stimuli that signal through the MAP kinase and mTORC1 pathways
715	CDK16	9606.ENSP00000276052	CDK16	Cyclin-dependent kinase 16; Protein kinase that plays a role in vesicle-mediated transport processes and exocytosis. Regulates GH1 release by brain neurons. Phosphorylates NSF, and thereby regulates NSF oligomerization. Required for normal spermatogenesis. Regulates neuron differentiation and dendrite development (By similarity). Plays a role in the regulation of insulin secretion in response to changes in blood glucose levels. Can phosphorylate CCNY at 'Ser- 336' (in vitro); Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily
716	EEF2	9606.ENSP00000307940	EEF2	Elongation factor 2; Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome; Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. EF-G/EF-2 subfamily
717	GRIN3B	9606.ENSP00000234389	GRIN3B	Glutamate receptor ionotropic, NMDA 3B; NMDA receptor subtype of glutamate-gated ion channels with reduced single-channel conductance, low calcium permeability and low voltage-dependent sensitivity to magnesium. Mediated by glycine
718	PLAA	9606.ENSP00000380460	PLAA	Phospholipase A-2-activating protein; Plays a role in protein ubiquitination, sorting and degradation through its association with VCP. Involved in ubiquitin-mediated membrane proteins trafficking to late endosomes in an ESCRT-dependent manner, and hence plays a role in synaptic vesicle recycling (By similarity). May play a role in macroautophagy, regulating for instance the clearance of damaged lysosomes. Plays a role in cerebellar Purkinje cell development (By similarity). Positively regulates cytosolic and calcium-independent phospholipase A2 activities in a tumor necrosis factor al [...] 
719	C4A	9606.ENSP00000396688	C4A	Complement C4-A; Non-enzymatic component of C3 and C5 convertases and thus essential for the propagation of the classical complement pathway. Covalently binds to immunoglobulins and immune complexes and enhances the solubilization of immune aggregates and the clearance of IC through CR1 on erythrocytes. C4A isotype is responsible for effective binding to form amide bonds with immune aggregates or protein antigens, while C4B isotype catalyzes the transacylation of the thioester carbonyl group to form ester bonds with carbohydrate antigens
720	CEP112	9606.ENSP00000376522	CEP112	Centrosomal protein 112
721	HAP1	9606.ENSP00000334002	HAP1	Huntingtin-associated protein 1; Originally identified as neuronal protein that specifically associates with HTT/huntingtin and the binding is enhanced by an expanded polyglutamine repeat within HTT possibly affecting HAP1 interaction properties. Both HTT and HAP1 are involved in intracellular trafficking and HAP1 is proposed to link HTT to motor proteins and/or transport cargos. Seems to play a role in vesicular transport within neurons and axons such as from early endosomes to late endocytic compartments and to promote neurite outgrowth. The vesicular transport function via associati [...] 
722	IL1RAP	9606.ENSP00000314807	IL1RAP	Interleukin 1 receptor accessory protein; Immunoglobulin like domain containing
723	SLC30A3	9606.ENSP00000233535	SLC30A3	Zinc transporter 3; Involved in accumulation of zinc in synaptic vesicles; Solute carriers
724	APBB1	9606.ENSP00000477213	APBB1	Amyloid-beta A4 precursor protein-binding family B member 1; Transcription coregulator that can have both coactivator and corepressor functions. Adapter protein that forms a transcriptionally active complex with the gamma-secretase-derived amyloid precursor protein (APP) intracellular domain. Plays a central role in the response to DNA damage by translocating to the nucleus and inducing apoptosis. May act by specifically recognizing and binding histone H2AX phosphorylated on 'Tyr-142' (H2AXY142ph) at double-strand breaks (DSBs), recruiting other pro- apoptosis factors such as MAPK8/JNK [...] 
725	PDPK1	9606.ENSP00000344220	PDPK1	3-phosphoinositide-dependent protein kinase 1; Serine/threonine kinase which acts as a master kinase, phosphorylating and activating a subgroup of the AGC family of protein kinases. Its targets include: protein kinase B (PKB/AKT1, PKB/AKT2, PKB/AKT3), p70 ribosomal protein S6 kinase (RPS6KB1), p90 ribosomal protein S6 kinase (RPS6KA1, RPS6KA2 and RPS6KA3), cyclic AMP-dependent protein kinase (PRKACA), protein kinase C (PRKCD and PRKCZ), serum and glucocorticoid-inducible kinase (SGK1, SGK2 and SGK3), p21-activated kinase-1 (PAK1), protein kinase PKN (PKN1 and PKN2). Plays a central rol [...] 
726	HAPLN1	9606.ENSP00000274341	HAPLN1	Hyaluronan and proteoglycan link protein 1; Stabilizes the aggregates of proteoglycan monomers with hyaluronic acid in the extracellular cartilage matrix; V-set domain containing
727	ACTC1	9606.ENSP00000290378	ACTC1	Actin, alpha cardiac muscle 1; Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells; Belongs to the actin family
728	CHRM1	9606.ENSP00000306490	CHRM1	Muscarinic acetylcholine receptor M1; The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is Pi turnover; Belongs to the G-protein coupled receptor 1 family. Muscarinic acetylcholine receptor subfamily. CHRM1 sub-subfamily
729	KCNB1	9606.ENSP00000360806	KCNB1	Potassium voltage-gated channel subfamily B member 1; Voltage-gated potassium channel that mediates transmembrane potassium transport in excitable membranes, primarily in the brain, but also in the pancreas and cardiovascular system. Contributes to the regulation of the action potential (AP) repolarization, duration and frequency of repetitive AP firing in neurons, muscle cells and endocrine cells and plays a role in homeostatic attenuation of electrical excitability throughout the brain. Plays also a role in the regulation of exocytosis independently of its electrical function (By sim [...] 
730	USP46	9606.ENSP00000407818	USP46	Ubiquitin carboxyl-terminal hydrolase 46; Deubiquitinating enzyme that plays a role in behavior, possibly by regulating GABA action. May act by mediating the deubiquitination of GAD1/GAD67 (By similarity). Has almost no deubiquitinating activity by itself and requires the interaction with WDR48 to have a high activity. Not involved in deubiquitination of monoubiquitinated FANCD2; Ubiquitin specific peptidases
